No 10-K found for CEDCQ in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for CEDCQ in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for MEDE in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for MEDE in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for MEDE in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for THI in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for ARTEQ in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for ARTEQ in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for ARTEQ in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for CRE in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for CRE in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for CRE in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for CLAY in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for CLAY in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for CLAY in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for ALLT in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for ALLT in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for ALLT in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for FFHL in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for FFHL in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for FFHL in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for AMGI in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for AMGI in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for AMGI in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for SGXP in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for SGXP in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for SGXP in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for VLRX in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for VLRX in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for VLRX in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for PAC in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for PAC in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for PAC in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for OMAB in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for OMAB in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for OMAB in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for PLTE in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
